"Complaint_ID","Customer_ID","Order_ID","Complaint_Date","Category","Severity","Resolution_Date","Resolution_Status","Satisfaction_Score"
"CP0003147","C003148","O0003148","2026-04-16","Payment","Critical","2026-04-19","Resolved","3"
"CP0003148","C003149","O0003149","2026-04-17","Support","Low","2026-04-21","Resolved","4"
"CP0003149","C003150","O0003150","2026-04-18","Payment","Low","2026-04-23","Resolved","5"
"CP0003150","C003151","O0003151","2026-04-19","Refund","Low","2026-04-25","Resolved","1"
"CP0003151","C003152","O0003152","2026-04-20","Payment","Low","2026-04-27","Resolved","2"
"CP0003152","C003153","O0003153","2026-04-21","Product","Low","","Open",""
"CP0003153","C003154","O0003154","2026-04-22","Refund","High","2026-05-01","Resolved","4"
"CP0003154","C003155","O0003155","2026-04-23","Payment","Medium","2026-05-03","Resolved","5"
"CP0003155","C003156","O0003156","2026-04-24","Refund","High","2026-05-05","Resolved","1"
"CP0003156","C003157","O0003157","2026-04-25","Delivery","High","2026-04-25","Resolved","2"
"CP0003157","C003158","O0003158","2026-04-26","Product","Critical","2026-04-27","Resolved","3"
"CP0003158","C003159","O0003159","2026-04-27","Refund","High","2026-04-29","Resolved","4"
"CP0003159","C003160","O0003160","2026-04-28","Delivery","High","2026-05-01","Resolved","5"
"CP0003160","C003161","O0003161","2026-04-29","Refund","High","","Open",""
"CP0003161","C003162","O0003162","2026-04-30","Refund","Low","2026-05-05","Resolved","2"
"CP0003162","C003163","O0003163","2026-05-01","Refund","Low","2026-05-07","Resolved","3"
"CP0003163","C003164","O0003164","2026-05-02","Support","High","2026-05-09","Resolved","4"
"CP0003164","C003165","O0003165","2026-05-03","Delivery","Medium","2026-05-11","Resolved","5"
"CP0003165","C003166","O0003166","2026-05-04","Support","High","2026-05-13","Resolved","1"
"CP0003166","C003167","O0003167","2026-05-05","Delivery","High","2026-05-15","Resolved","2"
"CP0003167","C003168","O0003168","2026-05-06","Product","Critical","2026-05-17","Resolved","3"
"CP0003168","C003169","O0003169","2026-05-07","Delivery","High","","Open",""
"CP0003169","C003170","O0003170","2026-05-08","Support","Low","2026-05-09","Resolved","5"
"CP0003170","C003171","O0003171","2026-05-09","Refund","Critical","2026-05-11","Resolved","1"
"CP0003171","C003172","O0003172","2026-05-10","Product","High","2026-05-13","Resolved","2"
"CP0003172","C003173","O0003173","2026-05-11","Payment","Critical","2026-05-15","Resolved","3"
"CP0003173","C003174","O0003174","2026-05-12","Refund","Low","2026-05-17","Resolved","4"
"CP0003174","C003175","O0003175","2026-05-13","Delivery","Critical","2026-05-19","Resolved","5"
"CP0003175","C003176","O0003176","2026-05-14","Delivery","Critical","2026-05-21","Resolved","1"
"CP0003176","C003177","O0003177","2026-05-15","Support","Low","","Open",""
"CP0003177","C003178","O0003178","2026-05-16","Delivery","High","2026-05-25","Resolved","3"
"CP0003178","C003179","O0003179","2026-05-17","Product","Medium","2026-05-27","Resolved","4"
"CP0003179","C003180","O0003180","2026-05-18","Product","Medium","2026-05-29","Resolved","5"
"CP0003180","C003181","O0003181","2026-05-19","Delivery","Low","2026-05-19","Resolved","1"
"CP0003181","C003182","O0003182","2026-05-20","Support","Critical","2026-05-21","Resolved","2"
"CP0003182","C003183","O0003183","2026-05-21","Product","Low","2026-05-23","Resolved","3"
"CP0003183","C003184","O0003184","2026-05-22","Delivery","High","2026-05-25","Resolved","4"
"CP0003184","C003185","O0003185","2026-05-23","Payment","Low","","Open",""
"CP0003185","C003186","O0003186","2026-05-24","Support","Critical","2026-05-29","Resolved","1"
"CP0003186","C003187","O0003187","2026-05-25","Delivery","High","2026-05-31","Resolved","2"
"CP0003187","C003188","O0003188","2026-05-26","Support","Medium","2026-06-02","Resolved","3"
"CP0003188","C003189","O0003189","2026-05-27","Refund","Low","2026-06-04","Resolved","4"
"CP0003189","C003190","O0003190","2026-05-28","Product","Medium","2026-06-06","Resolved","5"
"CP0003190","C003191","O0003191","2026-05-29","Refund","High","2026-06-08","Resolved","1"
"CP0003191","C003192","O0003192","2026-05-30","Payment","High","2026-06-10","Resolved","2"
"CP0003192","C003193","O0003193","2026-05-31","Refund","Medium","","Open",""
"CP0003193","C003194","O0003194","2026-06-01","Product","Critical","2026-06-02","Resolved","4"
"CP0003194","C003195","O0003195","2026-06-02","Payment","Medium","2026-06-04","Resolved","5"
"CP0003195","C003196","O0003196","2026-06-03","Refund","High","2026-06-06","Resolved","1"
"CP0003196","C003197","O0003197","2026-06-04","Support","Medium","2026-06-08","Resolved","2"
"CP0003197","C003198","O0003198","2026-06-05","Product","Low","2026-06-10","Resolved","3"
"CP0003198","C003199","O0003199","2026-06-06","Payment","Low","2026-06-12","Resolved","4"
"CP0003199","C003200","O0003200","2026-06-07","Refund","Low","2026-06-14","Resolved","5"
"CP0003200","C003201","O0003201","2026-06-08","Support","Low","","Open",""
"CP0003201","C003202","O0003202","2026-06-09","Product","High","2026-06-18","Resolved","2"
"CP0003202","C003203","O0003203","2026-06-10","Payment","Medium","2026-06-20","Resolved","3"
"CP0003203","C003204","O0003204","2026-06-11","Payment","Medium","2026-06-22","Resolved","4"
"CP0003204","C003205","O0003205","2026-06-12","Delivery","High","2026-06-12","Resolved","5"
"CP0003205","C003206","O0003206","2026-06-13","Refund","Low","2026-06-14","Resolved","1"
"CP0003206","C003207","O0003207","2026-06-14","Product","Low","2026-06-16","Resolved","2"
"CP0003207","C003208","O0003208","2026-06-15","Support","Low","2026-06-18","Resolved","3"
"CP0003208","C003209","O0003209","2026-06-16","Refund","Critical","","Open",""
"CP0003209","C003210","O0003210","2026-06-17","Payment","Medium","2026-06-22","Resolved","5"
"CP0003210","C003211","O0003211","2026-06-18","Payment","High","2026-06-24","Resolved","1"
"CP0003211","C003212","O0003212","2026-06-19","Support","Low","2026-06-26","Resolved","2"
"CP0003212","C003213","O0003213","2026-06-20","Delivery","Critical","2026-06-28","Resolved","3"
"CP0003213","C003214","O0003214","2026-06-21","Delivery","High","2026-06-30","Resolved","4"
"CP0003214","C003215","O0003215","2026-06-22","Support","Critical","2026-07-02","Resolved","5"
"CP0003215","C003216","O0003216","2026-06-23","Payment","Critical","2026-07-04","Resolved","1"
"CP0003216","C003217","O0003217","2026-06-24","Delivery","Low","","Open",""
"CP0003217","C003218","O0003218","2026-06-25","Delivery","Critical","2026-06-26","Resolved","3"
"CP0003218","C003219","O0003219","2026-06-26","Delivery","Critical","2026-06-28","Resolved","4"
"CP0003219","C003220","O0003220","2026-06-27","Product","Medium","2026-06-30","Resolved","5"
"CP0003220","C003221","O0003221","2026-06-28","Support","Medium","2026-07-02","Resolved","1"
"CP0003221","C003222","O0003222","2026-06-29","Refund","High","2026-07-04","Resolved","2"
"CP0003222","C003223","O0003223","2026-06-30","Refund","High","2026-07-06","Resolved","3"
"CP0003223","C003224","O0003224","2026-07-01","Delivery","Medium","2026-07-08","Resolved","4"
"CP0003224","C003225","O0003225","2026-07-02","Product","High","","Open",""
"CP0003225","C003226","O0003226","2026-07-03","Refund","Critical","2026-07-12","Resolved","1"
"CP0003226","C003227","O0003227","2026-07-04","Delivery","Medium","2026-07-14","Resolved","2"
"CP0003227","C003228","O0003228","2026-07-05","Support","Low","2026-07-16","Resolved","3"
"CP0003228","C003229","O0003229","2026-07-06","Payment","Low","2026-07-06","Resolved","4"
"CP0003229","C003230","O0003230","2026-07-07","Delivery","High","2026-07-08","Resolved","5"
"CP0003230","C003231","O0003231","2026-07-08","Refund","High","2026-07-10","Resolved","1"
"CP0003231","C003232","O0003232","2026-07-09","Refund","Critical","2026-07-12","Resolved","2"
"CP0003232","C003233","O0003233","2026-07-10","Refund","Medium","","Open",""
"CP0003233","C003234","O0003234","2026-07-11","Delivery","Critical","2026-07-16","Resolved","4"
"CP0003234","C003235","O0003235","2026-07-12","Payment","Critical","2026-07-18","Resolved","5"
"CP0003235","C003236","O0003236","2026-07-13","Support","Low","2026-07-20","Resolved","1"
"CP0003236","C003237","O0003237","2026-07-14","Refund","Medium","2026-07-22","Resolved","2"
"CP0003237","C003238","O0003238","2026-07-15","Refund","Low","2026-07-24","Resolved","3"
"CP0003238","C003239","O0003239","2026-07-16","Product","Low","2026-07-26","Resolved","4"
"CP0003239","C003240","O0003240","2026-07-17","Payment","Medium","2026-07-28","Resolved","5"
"CP0003240","C003241","O0003241","2026-07-18","Support","Medium","","Open",""
"CP0003241","C003242","O0003242","2026-07-19","Refund","Critical","2026-07-20","Resolved","2"
"CP0003242","C003243","O0003243","2026-07-20","Refund","Medium","2026-07-22","Resolved","3"
"CP0003243","C003244","O0003244","2026-07-21","Refund","Medium","2026-07-24","Resolved","4"
"CP0003244","C003245","O0003245","2026-07-22","Support","High","2026-07-26","Resolved","5"
"CP0003245","C003246","O0003246","2026-07-23","Delivery","Medium","2026-07-28","Resolved","1"
"CP0003246","C003247","O0003247","2026-07-24","Product","Medium","2026-07-30","Resolved","2"
"CP0003247","C003248","O0003248","2026-07-25","Delivery","Critical","2026-08-01","Resolved","3"
"CP0003248","C003249","O0003249","2026-07-26","Delivery","High","","Open",""
"CP0003249","C003250","O0003250","2026-07-27","Product","Critical","2026-08-05","Resolved","5"
"CP0003250","C003251","O0003251","2026-07-28","Support","Critical","2026-08-07","Resolved","1"
"CP0003251","C003252","O0003252","2026-07-29","Refund","Low","2026-08-09","Resolved","2"
"CP0003252","C003253","O0003253","2026-07-30","Product","Medium","2026-07-30","Resolved","3"
"CP0003253","C003254","O0003254","2026-07-31","Product","Low","2026-08-01","Resolved","4"
"CP0003254","C003255","O0003255","2026-08-01","Product","Medium","2026-08-03","Resolved","5"
"CP0003255","C003256","O0003256","2026-08-02","Delivery","Medium","2026-08-05","Resolved","1"
"CP0003256","C003257","O0003257","2026-08-03","Product","Medium","","Open",""
"CP0003257","C003258","O0003258","2026-08-04","Delivery","Medium","2026-08-09","Resolved","3"
"CP0003258","C003259","O0003259","2026-08-05","Delivery","Medium","2026-08-11","Resolved","4"
"CP0003259","C003260","O0003260","2026-08-06","Delivery","Low","2026-08-13","Resolved","5"
"CP0003260","C003261","O0003261","2026-08-07","Refund","High","2026-08-15","Resolved","1"
"CP0003261","C003262","O0003262","2026-08-08","Product","Low","2026-08-17","Resolved","2"
"CP0003262","C003263","O0003263","2026-08-09","Delivery","Medium","2026-08-19","Resolved","3"
"CP0003263","C003264","O0003264","2026-08-10","Payment","Critical","2026-08-21","Resolved","4"
"CP0003264","C003265","O0003265","2026-08-11","Support","Low","","Open",""
"CP0003265","C003266","O0003266","2026-08-12","Product","Medium","2026-08-13","Resolved","1"
"CP0003266","C003267","O0003267","2026-08-13","Payment","Medium","2026-08-15","Resolved","2"
"CP0003267","C003268","O0003268","2026-08-14","Support","High","2026-08-17","Resolved","3"
"CP0003268","C003269","O0003269","2026-08-15","Support","Medium","2026-08-19","Resolved","4"
"CP0003269","C003270","O0003270","2026-08-16","Payment","High","2026-08-21","Resolved","5"
"CP0003270","C003271","O0003271","2026-08-17","Support","High","2026-08-23","Resolved","1"
"CP0003271","C003272","O0003272","2026-08-18","Delivery","Low","2026-08-25","Resolved","2"
"CP0003272","C003273","O0003273","2026-08-19","Payment","Low","","Open",""
"CP0003273","C003274","O0003274","2026-08-20","Delivery","Low","2026-08-29","Resolved","4"
"CP0003274","C003275","O0003275","2026-08-21","Support","Critical","2026-08-31","Resolved","5"
"CP0003275","C003276","O0003276","2026-08-22","Refund","Medium","2026-09-02","Resolved","1"
"CP0003276","C003277","O0003277","2026-08-23","Refund","Medium","2026-08-23","Resolved","2"
"CP0003277","C003278","O0003278","2026-08-24","Delivery","Critical","2026-08-25","Resolved","3"
"CP0003278","C003279","O0003279","2026-08-25","Refund","High","2026-08-27","Resolved","4"
"CP0003279","C003280","O0003280","2026-08-26","Payment","Critical","2026-08-29","Resolved","5"
"CP0003280","C003281","O0003281","2026-08-27","Delivery","High","","Open",""
"CP0003281","C003282","O0003282","2026-08-28","Product","High","2026-09-02","Resolved","2"
"CP0003282","C003283","O0003283","2026-08-29","Refund","Critical","2026-09-04","Resolved","3"
"CP0003283","C003284","O0003284","2026-08-30","Refund","High","2026-09-06","Resolved","4"
"CP0003284","C003285","O0003285","2026-08-31","Product","Medium","2026-09-08","Resolved","5"
"CP0003285","C003286","O0003286","2025-09-01","Delivery","Low","2025-09-10","Resolved","1"
"CP0003286","C003287","O0003287","2025-09-02","Payment","Critical","2025-09-12","Resolved","2"
"CP0003287","C003288","O0003288","2025-09-03","Refund","Low","2025-09-14","Resolved","3"
"CP0003288","C003289","O0003289","2025-09-04","Payment","Critical","","Open",""
"CP0003289","C003290","O0003290","2025-09-05","Refund","Medium","2025-09-06","Resolved","5"
"CP0003290","C003291","O0003291","2025-09-06","Delivery","Medium","2025-09-08","Resolved","1"
"CP0003291","C003292","O0003292","2025-09-07","Delivery","Medium","2025-09-10","Resolved","2"
"CP0003292","C003293","O0003293","2025-09-08","Refund","Critical","2025-09-12","Resolved","3"
"CP0003293","C003294","O0003294","2025-09-09","Product","Low","2025-09-14","Resolved","4"
"CP0003294","C003295","O0003295","2025-09-10","Product","Low","2025-09-16","Resolved","5"
"CP0003295","C003296","O0003296","2025-09-11","Payment","Critical","2025-09-18","Resolved","1"
"CP0003296","C003297","O0003297","2025-09-12","Product","Medium","","Open",""
"CP0003297","C003298","O0003298","2025-09-13","Support","Low","2025-09-22","Resolved","3"
"CP0003298","C003299","O0003299","2025-09-14","Support","Medium","2025-09-24","Resolved","4"
"CP0003299","C003300","O0003300","2025-09-15","Product","Critical","2025-09-26","Resolved","5"
"CP0003300","C003301","O0003301","2025-09-16","Delivery","Critical","2025-09-16","Resolved","1"
"CP0003301","C003302","O0003302","2025-09-17","Support","Low","2025-09-18","Resolved","2"
"CP0003302","C003303","O0003303","2025-09-18","Product","Medium","2025-09-20","Resolved","3"
"CP0003303","C003304","O0003304","2025-09-19","Delivery","Critical","2025-09-22","Resolved","4"
"CP0003304","C003305","O0003305","2025-09-20","Refund","High","","Open",""
"CP0003305","C003306","O0003306","2025-09-21","Product","Medium","2025-09-26","Resolved","1"
"CP0003306","C003307","O0003307","2025-09-22","Support","Critical","2025-09-28","Resolved","2"
"CP0003307","C003308","O0003308","2025-09-23","Delivery","Critical","2025-09-30","Resolved","3"
"CP0003308","C003309","O0003309","2025-09-24","Payment","Low","2025-10-02","Resolved","4"
"CP0003309","C003310","O0003310","2025-09-25","Delivery","Critical","2025-10-04","Resolved","5"
"CP0003310","C003311","O0003311","2025-09-26","Payment","Medium","2025-10-06","Resolved","1"
"CP0003311","C003312","O0003312","2025-09-27","Refund","Critical","2025-10-08","Resolved","2"
"CP0003312","C003313","O0003313","2025-09-28","Support","High","","Open",""
"CP0003313","C003314","O0003314","2025-09-29","Support","Medium","2025-09-30","Resolved","4"
"CP0003314","C003315","O0003315","2025-09-30","Payment","Medium","2025-10-02","Resolved","5"
"CP0003315","C003316","O0003316","2025-10-01","Support","Critical","2025-10-04","Resolved","1"
"CP0003316","C003317","O0003317","2025-10-02","Delivery","Medium","2025-10-06","Resolved","2"
"CP0003317","C003318","O0003318","2025-10-03","Support","High","2025-10-08","Resolved","3"
"CP0003318","C003319","O0003319","2025-10-04","Support","Medium","2025-10-10","Resolved","4"
"CP0003319","C003320","O0003320","2025-10-05","Support","Low","2025-10-12","Resolved","5"
"CP0003320","C003321","O0003321","2025-10-06","Refund","Medium","","Open",""
"CP0003321","C003322","O0003322","2025-10-07","Refund","Medium","2025-10-16","Resolved","2"
"CP0003322","C003323","O0003323","2025-10-08","Delivery","Medium","2025-10-18","Resolved","3"
"CP0003323","C003324","O0003324","2025-10-09","Refund","Critical","2025-10-20","Resolved","4"
"CP0003324","C003325","O0003325","2025-10-10","Payment","Critical","2025-10-10","Resolved","5"
"CP0003325","C003326","O0003326","2025-10-11","Payment","High","2025-10-12","Resolved","1"
"CP0003326","C003327","O0003327","2025-10-12","Product","High","2025-10-14","Resolved","2"
"CP0003327","C003328","O0003328","2025-10-13","Refund","High","2025-10-16","Resolved","3"
